dtreffre,numdep,nomdep,numregi,nomregi,ars_type,indfoy_ars,indmtt_ars,lieures
2016,60,OISE,32,NORD PAS DE CALAIS PICARDIE,ARS à taux différentiel,723,267352.0,NORD PAS DE CALAIS PICARDIE/OISE
2016,61,ORNE,28,NORMANDIE,ARS à taux différentiel,256,97018.0,NORMANDIE/ORNE
2016,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux plein,25116,15505888.0,AUVERGNE RHONE ALPES/PUY DE DOME
2016,66,PYRENEES ORIENTALES,76,LANGUEDOC ROUSSILLON MIDI PYRENEES,ARS à taux plein,25264,15196989.0,LANGUEDOC ROUSSILLON MIDI PYRENEES/PYRENEES ORIENTALES
2016,67,BAS RHIN,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux plein,44288,28537675.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/BAS RHIN
2016,67,BAS RHIN,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux différentiel,742,274423.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/BAS RHIN
2016,68,HAUT RHIN,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux plein,30377,19774391.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/HAUT RHIN
2016,68,HAUT RHIN,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux différentiel,467,158938.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/HAUT RHIN
2016,69,RHONE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,1102,411227.0,AUVERGNE RHONE ALPES/RHONE
2016,72,SARTHE,52,PAYS DE LA LOIRE,ARS à taux plein,24688,16328914.0,PAYS DE LA LOIRE/SARTHE
2016,75,PARIS,11,ILE DE FRANCE,ARS à taux différentiel,616,221854.0,ILE DE FRANCE/PARIS
2016,76,SEINE MARITIME,28,NORMANDIE,ARS à taux plein,59122,37451668.0,NORMANDIE/SEINE MARITIME
2016,76,SEINE MARITIME,28,NORMANDIE,ARS à taux différentiel,962,345196.0,NORMANDIE/SEINE MARITIME
2016,78,YVELINES,11,ILE DE FRANCE,ARS à taux plein,48348,31882981.0,ILE DE FRANCE/YVELINES
2016,78,YVELINES,11,ILE DE FRANCE,ARS à taux différentiel,960,357940.0,ILE DE FRANCE/YVELINES
2016,80,SOMME,32,NORD PAS DE CALAIS PICARDIE,ARS à taux différentiel,443,156750.0,NORD PAS DE CALAIS PICARDIE/SOMME
2016,88,VOSGES,44,ALSACE CHAMPAGNE ARDENNE LORRAINE,ARS à taux plein,16805,10851428.0,ALSACE CHAMPAGNE ARDENNE LORRAINE/VOSGES
2016,90,TERRITOIRE DE BELFORT,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,6184,4027865.0,BOURGOGNE FRANCHE COMTE/TERRITOIRE DE BELFORT
2016,95,VAL D OISE,11,ILE DE FRANCE,ARS à taux plein,62735,41872621.0,ILE DE FRANCE/VAL D OISE
2016,973,GUYANE,03,GUYANE,ARS à taux plein,21247,16317043.0,GUYANE/GUYANE
2023,03,ALLIER,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,231,91667.0,AUVERGNE RHONE ALPES/ALLIER
2023,05,HAUTES ALPES,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,5504,3670976.0,PROVENCE ALPES COTE D AZUR/HAUTES ALPES
2023,10,AUBE,44,GRAND EST,ARS à taux plein,13845,9994577.0,GRAND EST/AUBE
2023,14,CALVADOS,28,NORMANDIE,ARS à taux plein,26176,18145198.0,NORMANDIE/CALVADOS
2023,16,CHARENTE,75,NOUVELLE AQUITAINE,ARS à taux plein,13567,9358942.0,NOUVELLE AQUITAINE/CHARENTE
2023,18,CHER,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,219,77794.0,CENTRE VAL DE LOIRE/CHER
2023,23,CREUSE,75,NOUVELLE AQUITAINE,ARS à taux plein,3894,2657531.0,NOUVELLE AQUITAINE/CREUSE
2023,28,EURE ET LOIR,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,377,154376.0,CENTRE VAL DE LOIRE/EURE ET LOIR
2023,29,FINISTERE,53,BRETAGNE,ARS à taux plein,30075,20527099.0,BRETAGNE/FINISTERE
2023,44,LOIRE ATLANTIQUE,52,PAYS DE LA LOIRE,ARS à taux plein,51946,36717753.0,PAYS DE LA LOIRE/LOIRE ATLANTIQUE
2023,47,LOT ET GARONNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,238,93133.0,NOUVELLE AQUITAINE/LOT ET GARONNE
2023,48,LOZERE,76,OCCITANIE,ARS à taux plein,2347,1589656.0,OCCITANIE/LOZERE
2023,50,MANCHE,28,NORMANDIE,ARS à taux plein,16758,11648497.0,NORMANDIE/MANCHE
2023,50,MANCHE,28,NORMANDIE,ARS à taux différentiel,450,171943.0,NORMANDIE/MANCHE
2023,51,MARNE,44,GRAND EST,ARS à taux plein,22989,16392990.0,GRAND EST/MARNE
2023,51,MARNE,44,GRAND EST,ARS à taux différentiel,371,148487.0,GRAND EST/MARNE
2023,52,HAUTE MARNE,44,GRAND EST,ARS à taux plein,1,400.0,GRAND EST/HAUTE MARNE
2023,52,HAUTE MARNE,44,GRAND EST,ARS à taux différentiel,131,47253.0,GRAND EST/HAUTE MARNE
2023,54,MEURTHE ET MOSELLE,44,GRAND EST,ARS à taux plein,27280,19204104.0,GRAND EST/MEURTHE ET MOSELLE
2023,54,MEURTHE ET MOSELLE,44,GRAND EST,ARS à taux différentiel,494,193044.0,GRAND EST/MEURTHE ET MOSELLE
2023,56,MORBIHAN,53,BRETAGNE,ARS à taux plein,26405,18157576.0,BRETAGNE/MORBIHAN
2023,57,MOSELLE,44,GRAND EST,ARS à taux plein,37055,26308249.0,GRAND EST/MOSELLE
2023,59,NORD,32,HAUTS DE FRANCE,ARS à taux plein,1,400.0,HAUTS DE FRANCE/NORD
2023,59,NORD,32,HAUTS DE FRANCE,ARS à taux différentiel,1946,762280.0,HAUTS DE FRANCE/NORD
2023,60,OISE,32,HAUTS DE FRANCE,ARS à taux plein,37583,27669389.0,HAUTS DE FRANCE/OISE
2023,61,ORNE,28,NORMANDIE,ARS à taux plein,10630,7643660.0,NORMANDIE/ORNE
2023,62,PAS DE CALAIS,32,HAUTS DE FRANCE,ARS à taux plein,74067,53527954.0,HAUTS DE FRANCE/PAS DE CALAIS
2023,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux plein,24500,16842829.0,AUVERGNE RHONE ALPES/PUY DE DOME
2023,64,PYRENEES ATLANTIQUES,75,NOUVELLE AQUITAINE,ARS à taux plein,23861,15810942.0,NOUVELLE AQUITAINE/PYRENEES ATLANTIQUES
2023,65,HAUTES PYRENEES,76,OCCITANIE,ARS à taux plein,9166,6145453.0,OCCITANIE/HAUTES PYRENEES
2023,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux différentiel,318,118929.0,OCCITANIE/PYRENEES ORIENTALES
2023,70,HAUTE SAONE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,203,82787.0,BOURGOGNE FRANCHE COMTE/HAUTE SAONE
2022,02,AISNE,32,HAUTS DE FRANCE,ARS à taux différentiel,489,187729.0,HAUTS DE FRANCE/AISNE
2022,04,ALPES DE HAUTE PROVENCE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,7254,4791404.0,PROVENCE ALPES COTE D AZUR/ALPES DE HAUTE PROVENCE
2022,04,ALPES DE HAUTE PROVENCE,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,132,47848.0,PROVENCE ALPES COTE D AZUR/ALPES DE HAUTE PROVENCE
2022,08,ARDENNES,44,GRAND EST,ARS à taux différentiel,195,70770.0,GRAND EST/ARDENNES
2022,10,AUBE,44,GRAND EST,ARS à taux plein,14204,10082297.0,GRAND EST/AUBE
2022,11,AUDE,76,OCCITANIE,ARS à taux plein,18920,12618823.0,OCCITANIE/AUDE
2022,16,CHARENTE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,244,92042.0,NOUVELLE AQUITAINE/CHARENTE
2022,17,CHARENTE MARITIME,75,NOUVELLE AQUITAINE,ARS à taux plein,25653,16752431.0,NOUVELLE AQUITAINE/CHARENTE MARITIME
2022,17,CHARENTE MARITIME,75,NOUVELLE AQUITAINE,ARS à taux différentiel,505,195740.0,NOUVELLE AQUITAINE/CHARENTE MARITIME
2022,18,CHER,24,CENTRE VAL DE LOIRE,ARS à taux plein,1,1204.0,CENTRE VAL DE LOIRE/CHER
2022,21,COTE D OR,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,376,137170.0,BOURGOGNE FRANCHE COMTE/COTE D OR
2022,23,CREUSE,75,NOUVELLE AQUITAINE,ARS à taux plein,4019,2681107.0,NOUVELLE AQUITAINE/CREUSE
2022,24,DORDOGNE,75,NOUVELLE AQUITAINE,ARS à taux plein,16478,10808930.0,NOUVELLE AQUITAINE/DORDOGNE
2022,24,DORDOGNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,308,105942.0,NOUVELLE AQUITAINE/DORDOGNE
2022,26,DROME,84,AUVERGNE RHONE ALPES,ARS à taux plein,23190,16314352.0,AUVERGNE RHONE ALPES/DROME
2022,27,EURE,28,NORMANDIE,ARS à taux plein,28088,19812526.0,NORMANDIE/EURE
2022,29,FINISTERE,53,BRETAGNE,ARS à taux plein,31843,21405358.0,BRETAGNE/FINISTERE
2022,30,GARD,76,OCCITANIE,ARS à taux différentiel,549,212151.0,OCCITANIE/GARD
2022,33,GIRONDE,75,NOUVELLE AQUITAINE,ARS à taux plein,64165,42185255.0,NOUVELLE AQUITAINE/GIRONDE
2022,33,GIRONDE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,1252,468047.0,NOUVELLE AQUITAINE/GIRONDE
2022,34,HERAULT,76,OCCITANIE,ARS à taux plein,58511,39395959.0,OCCITANIE/HERAULT
2022,47,LOT ET GARONNE,75,NOUVELLE AQUITAINE,ARS à taux plein,14253,9776211.0,NOUVELLE AQUITAINE/LOT ET GARONNE
2022,47,LOT ET GARONNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,247,94057.0,NOUVELLE AQUITAINE/LOT ET GARONNE
2022,48,LOZERE,76,OCCITANIE,ARS à taux plein,2380,1611886.0,OCCITANIE/LOZERE
2022,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux différentiel,891,372625.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2022,50,MANCHE,28,NORMANDIE,ARS à taux différentiel,441,170082.0,NORMANDIE/MANCHE
2022,52,HAUTE MARNE,44,GRAND EST,ARS à taux plein,6895,4822111.0,GRAND EST/HAUTE MARNE
2022,53,MAYENNE,52,PAYS DE LA LOIRE,ARS à taux plein,1,788.0,PAYS DE LA LOIRE/MAYENNE
2022,55,MEUSE,44,GRAND EST,ARS à taux plein,7053,4874685.0,GRAND EST/MEUSE
2022,56,MORBIHAN,53,BRETAGNE,ARS à taux différentiel,706,277177.0,BRETAGNE/MORBIHAN
2022,61,ORNE,28,NORMANDIE,ARS à taux plein,11042,7819425.0,NORMANDIE/ORNE
2022,61,ORNE,28,NORMANDIE,ARS à taux plein,1,1670.0,NORMANDIE/ORNE
2022,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,472,179187.0,AUVERGNE RHONE ALPES/PUY DE DOME
2022,68,HAUT RHIN,44,GRAND EST,ARS à taux différentiel,432,170658.0,GRAND EST/HAUT RHIN
2022,69,RHONE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,1276,524235.0,AUVERGNE RHONE ALPES/RHONE
2022,72,SARTHE,52,PAYS DE LA LOIRE,ARS à taux différentiel,559,223091.0,PAYS DE LA LOIRE/SARTHE
2022,75,PARIS,11,ILE DE FRANCE,ARS à taux différentiel,618,223904.0,ILE DE FRANCE/PARIS
2022,76,SEINE MARITIME,28,NORMANDIE,ARS à taux plein,58044,40570670.0,NORMANDIE/SEINE MARITIME
2022,76,SEINE MARITIME,28,NORMANDIE,ARS à taux différentiel,971,376484.0,NORMANDIE/SEINE MARITIME
2022,77,SEINE ET MARNE,11,ILE DE FRANCE,ARS à taux plein,66135,47739849.0,ILE DE FRANCE/SEINE ET MARNE
2022,78,YVELINES,11,ILE DE FRANCE,ARS à taux différentiel,969,424276.0,ILE DE FRANCE/YVELINES
2022,80,SOMME,32,HAUTS DE FRANCE,ARS à taux plein,1,832.0,HAUTS DE FRANCE/SOMME
2019,26,DROME,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,429,160751.0,AUVERGNE RHONE ALPES/DROME
2019,27,EURE,28,NORMANDIE,ARS à taux plein,28891,19043482.0,NORMANDIE/EURE
2019,28,EURE ET LOIR,24,CENTRE VAL DE LOIRE,ARS à taux plein,19311,13154255.0,CENTRE VAL DE LOIRE/EURE ET LOIR
2019,28,EURE ET LOIR,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,413,155470.0,CENTRE VAL DE LOIRE/EURE ET LOIR
2019,29,FINISTERE,53,BRETAGNE,ARS à taux différentiel,831,321570.0,BRETAGNE/FINISTERE
2019,2A,CORSE DU SUD,94,CORSE,ARS à taux plein,5734,3291947.0,CORSE/CORSE DU SUD
2019,30,GARD,76,OCCITANIE,ARS à taux différentiel,545,192447.0,OCCITANIE/GARD
2019,33,GIRONDE,75,NOUVELLE AQUITAINE,ARS à taux plein,65593,40072007.0,NOUVELLE AQUITAINE/GIRONDE
2019,33,GIRONDE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,1222,446334.0,NOUVELLE AQUITAINE/GIRONDE
2019,34,HERAULT,76,OCCITANIE,ARS à taux plein,57901,36049918.0,OCCITANIE/HERAULT
2019,37,INDRE ET LOIRE,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,501,192722.0,CENTRE VAL DE LOIRE/INDRE ET LOIRE
2019,39,JURA,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,9750,6415584.0,BOURGOGNE FRANCHE COMTE/JURA
2019,40,LANDES,75,NOUVELLE AQUITAINE,ARS à taux différentiel,366,130836.0,NOUVELLE AQUITAINE/LANDES
2019,41,LOIR ET CHER,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,277,104754.0,CENTRE VAL DE LOIRE/LOIR ET CHER
2019,43,HAUTE LOIRE,84,AUVERGNE RHONE ALPES,ARS à taux plein,8611,5571126.0,AUVERGNE RHONE ALPES/HAUTE LOIRE
2019,43,HAUTE LOIRE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,203,76195.0,AUVERGNE RHONE ALPES/HAUTE LOIRE
2019,47,LOT ET GARONNE,75,NOUVELLE AQUITAINE,ARS à taux plein,14273,9174017.0,NOUVELLE AQUITAINE/LOT ET GARONNE
2019,47,LOT ET GARONNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,257,87806.0,NOUVELLE AQUITAINE/LOT ET GARONNE
2019,48,LOZERE,76,OCCITANIE,ARS à taux plein,2394,1528585.0,OCCITANIE/LOZERE
2019,53,MAYENNE,52,PAYS DE LA LOIRE,ARS à taux différentiel,353,132005.0,PAYS DE LA LOIRE/MAYENNE
2019,54,MEURTHE ET MOSELLE,44,GRAND EST,ARS à taux différentiel,494,180693.0,GRAND EST/MEURTHE ET MOSELLE
2019,57,MOSELLE,44,GRAND EST,ARS à taux plein,39340,25486089.0,GRAND EST/MOSELLE
2019,57,MOSELLE,44,GRAND EST,ARS à taux différentiel,609,215482.0,GRAND EST/MOSELLE
2019,58,NIEVRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,8197,5149881.0,BOURGOGNE FRANCHE COMTE/NIEVRE
2019,58,NIEVRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,140,51125.0,BOURGOGNE FRANCHE COMTE/NIEVRE
2019,59,NORD,32,HAUTS DE FRANCE,ARS à taux plein,134464,91520633.0,HAUTS DE FRANCE/NORD
2019,62,PAS DE CALAIS,32,HAUTS DE FRANCE,ARS à taux différentiel,1262,458126.0,HAUTS DE FRANCE/PAS DE CALAIS
2019,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,490,171653.0,AUVERGNE RHONE ALPES/PUY DE DOME
2019,64,PYRENEES ATLANTIQUES,75,NOUVELLE AQUITAINE,ARS à taux plein,24960,15325250.0,NOUVELLE AQUITAINE/PYRENEES ATLANTIQUES
2019,64,PYRENEES ATLANTIQUES,75,NOUVELLE AQUITAINE,ARS à taux différentiel,490,179113.0,NOUVELLE AQUITAINE/PYRENEES ATLANTIQUES
2019,68,HAUT RHIN,44,GRAND EST,ARS à taux plein,30114,20216908.0,GRAND EST/HAUT RHIN
2019,69,RHONE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,1183,441128.0,AUVERGNE RHONE ALPES/RHONE
2019,71,SAONE ET LOIRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,21748,14435981.0,BOURGOGNE FRANCHE COMTE/SAONE ET LOIRE
2019,72,SARTHE,52,PAYS DE LA LOIRE,ARS à taux plein,24447,16404712.0,PAYS DE LA LOIRE/SARTHE
2019,73,SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,335,124880.0,AUVERGNE RHONE ALPES/SAVOIE
2019,74,HAUTE SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,434,159990.0,AUVERGNE RHONE ALPES/HAUTE SAVOIE
2019,76,SEINE MARITIME,28,NORMANDIE,ARS à taux plein,59085,38312111.0,NORMANDIE/SEINE MARITIME
2019,77,SEINE ET MARNE,11,ILE DE FRANCE,ARS à taux plein,64662,43554853.0,ILE DE FRANCE/SEINE ET MARNE
2019,77,SEINE ET MARNE,11,ILE DE FRANCE,ARS à taux différentiel,1190,446954.0,ILE DE FRANCE/SEINE ET MARNE
2019,78,YVELINES,11,ILE DE FRANCE,ARS à taux plein,50672,34584033.0,ILE DE FRANCE/YVELINES
2019,80,SOMME,32,HAUTS DE FRANCE,ARS à taux plein,27010,17670829.0,HAUTS DE FRANCE/SOMME
2019,82,TARN ET GARONNE,76,OCCITANIE,ARS à taux différentiel,233,78831.0,OCCITANIE/TARN ET GARONNE
2019,84,VAUCLUSE,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,418,143296.0,PROVENCE ALPES COTE D AZUR/VAUCLUSE
2019,85,VENDEE,52,PAYS DE LA LOIRE,ARS à taux différentiel,850,331241.0,PAYS DE LA LOIRE/VENDEE
2019,86,VIENNE,75,NOUVELLE AQUITAINE,ARS à taux plein,18028,11798363.0,NOUVELLE AQUITAINE/VIENNE
2019,87,HAUTE VIENNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,260,87808.0,NOUVELLE AQUITAINE/HAUTE VIENNE
2019,88,VOSGES,44,GRAND EST,ARS à taux différentiel,306,102767.0,GRAND EST/VOSGES
2019,89,YONNE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,15246,10101080.0,BOURGOGNE FRANCHE COMTE/YONNE
2019,89,YONNE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,296,108137.0,BOURGOGNE FRANCHE COMTE/YONNE
2019,92,HAUTS DE SEINE,11,ILE DE FRANCE,ARS à taux plein,49940,32378218.0,ILE DE FRANCE/HAUTS DE SEINE
2019,95,VAL D OISE,11,ILE DE FRANCE,ARS à taux différentiel,1008,378911.0,ILE DE FRANCE/VAL D OISE
2019,971,GUADELOUPE,01,GUADELOUPE,ARS à taux plein,31814,18234719.0,GUADELOUPE/GUADELOUPE
2019,972,MARTINIQUE,02,MARTINIQUE,ARS à taux plein,25714,14471403.0,MARTINIQUE/MARTINIQUE
2019,973,GUYANE,03,GUYANE,ARS à taux plein,21671,17046356.0,GUYANE/GUYANE
2019,974,LA REUNION,04,LA REUNION,ARS à taux différentiel,574,191871.0,LA REUNION/LA REUNION
2018,02,AISNE,32,HAUTS DE FRANCE,ARS à taux plein,28508,19088783.0,HAUTS DE FRANCE/AISNE
2018,04,ALPES DE HAUTE PROVENCE,93,PROVENCE ALPES COTE D AZUR,ARS à taux plein,7426,4545094.0,PROVENCE ALPES COTE D AZUR/ALPES DE HAUTE PROVENCE
2018,06,ALPES MARITIMES,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,598,203175.0,PROVENCE ALPES COTE D AZUR/ALPES MARITIMES
2018,07,ARDECHE,84,AUVERGNE RHONE ALPES,ARS à taux plein,14220,9092684.0,AUVERGNE RHONE ALPES/ARDECHE
2018,07,ARDECHE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,315,125247.0,AUVERGNE RHONE ALPES/ARDECHE
2018,08,ARDENNES,44,GRAND EST,ARS à taux plein,13456,8768624.0,GRAND EST/ARDENNES
2018,09,ARIEGE,76,OCCITANIE,ARS à taux différentiel,127,43517.0,OCCITANIE/ARIEGE
2018,11,AUDE,76,OCCITANIE,ARS à taux différentiel,249,82676.0,OCCITANIE/AUDE
2018,12,AVEYRON,76,OCCITANIE,ARS à taux différentiel,210,77464.0,OCCITANIE/AVEYRON
2018,14,CALVADOS,28,NORMANDIE,ARS à taux plein,29232,18824866.0,NORMANDIE/CALVADOS
2018,21,COTE D OR,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,19508,12486717.0,BOURGOGNE FRANCHE COMTE/COTE D OR
2018,23,CREUSE,75,NOUVELLE AQUITAINE,ARS à taux plein,4087,2575162.0,NOUVELLE AQUITAINE/CREUSE
2018,24,DORDOGNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,341,121892.0,NOUVELLE AQUITAINE/DORDOGNE
2018,25,DOUBS,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,20793,14080693.0,BOURGOGNE FRANCHE COMTE/DOUBS
2018,28,EURE ET LOIR,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,421,154881.0,CENTRE VAL DE LOIRE/EURE ET LOIR
2018,29,FINISTERE,53,BRETAGNE,ARS à taux différentiel,860,335345.0,BRETAGNE/FINISTERE
2018,2B,HAUTE CORSE,94,CORSE,ARS à taux différentiel,89,30714.0,CORSE/HAUTE CORSE
2018,34,HERAULT,76,OCCITANIE,ARS à taux différentiel,793,281369.0,OCCITANIE/HERAULT
2018,37,INDRE ET LOIRE,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,521,194882.0,CENTRE VAL DE LOIRE/INDRE ET LOIRE
2018,41,LOIR ET CHER,24,CENTRE VAL DE LOIRE,ARS à taux plein,13813,9097121.0,CENTRE VAL DE LOIRE/LOIR ET CHER
2018,41,LOIR ET CHER,24,CENTRE VAL DE LOIRE,ARS à taux différentiel,290,111327.0,CENTRE VAL DE LOIRE/LOIR ET CHER
2018,42,LOIRE,84,AUVERGNE RHONE ALPES,ARS à taux plein,34383,23204437.0,AUVERGNE RHONE ALPES/LOIRE
2018,43,HAUTE LOIRE,84,AUVERGNE RHONE ALPES,ARS à taux plein,8720,5659892.0,AUVERGNE RHONE ALPES/HAUTE LOIRE
2018,44,LOIRE ATLANTIQUE,52,PAYS DE LA LOIRE,ARS à taux différentiel,1321,501050.0,PAYS DE LA LOIRE/LOIRE ATLANTIQUE
2018,45,LOIRET,24,CENTRE VAL DE LOIRE,ARS à taux plein,31071,20993278.0,CENTRE VAL DE LOIRE/LOIRET
2018,47,LOT ET GARONNE,75,NOUVELLE AQUITAINE,ARS à taux différentiel,247,98123.0,NOUVELLE AQUITAINE/LOT ET GARONNE
2018,48,LOZERE,76,OCCITANIE,ARS à taux plein,2470,1562448.0,OCCITANIE/LOZERE
2018,49,MAINE ET LOIRE,52,PAYS DE LA LOIRE,ARS à taux différentiel,936,355451.0,PAYS DE LA LOIRE/MAINE ET LOIRE
2018,50,MANCHE,28,NORMANDIE,ARS à taux différentiel,434,164134.0,NORMANDIE/MANCHE
2018,51,MARNE,44,GRAND EST,ARS à taux différentiel,385,140182.0,GRAND EST/MARNE
2018,52,HAUTE MARNE,44,GRAND EST,ARS à taux plein,7394,4821892.0,GRAND EST/HAUTE MARNE
2018,52,HAUTE MARNE,44,GRAND EST,ARS à taux différentiel,128,48557.0,GRAND EST/HAUTE MARNE
2018,55,MEUSE,44,GRAND EST,ARS à taux différentiel,156,60885.0,GRAND EST/MEUSE
2018,56,MORBIHAN,53,BRETAGNE,ARS à taux plein,29239,18770306.0,BRETAGNE/MORBIHAN
2018,56,MORBIHAN,53,BRETAGNE,ARS à taux différentiel,769,292038.0,BRETAGNE/MORBIHAN
2018,57,MOSELLE,44,GRAND EST,ARS à taux plein,39551,25443195.0,GRAND EST/MOSELLE
2018,57,MOSELLE,44,GRAND EST,ARS à taux différentiel,630,222450.0,GRAND EST/MOSELLE
2018,58,NIEVRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,110,39907.0,BOURGOGNE FRANCHE COMTE/NIEVRE
2018,61,ORNE,28,NORMANDIE,ARS à taux plein,11894,7906374.0,NORMANDIE/ORNE
2018,63,PUY DE DOME,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,471,168676.0,AUVERGNE RHONE ALPES/PUY DE DOME
2018,65,HAUTES PYRENEES,76,OCCITANIE,ARS à taux plein,9707,5963786.0,OCCITANIE/HAUTES PYRENEES
2018,66,PYRENEES ORIENTALES,76,OCCITANIE,ARS à taux différentiel,349,120564.0,OCCITANIE/PYRENEES ORIENTALES
2018,67,BAS RHIN,44,GRAND EST,ARS à taux plein,44458,29356540.0,GRAND EST/BAS RHIN
2018,67,BAS RHIN,44,GRAND EST,ARS à taux différentiel,716,263657.0,GRAND EST/BAS RHIN
2018,69,RHONE,84,AUVERGNE RHONE ALPES,ARS à taux plein,78696,53606565.0,AUVERGNE RHONE ALPES/RHONE
2018,70,HAUTE SAONE,27,BOURGOGNE FRANCHE COMTE,ARS à taux plein,10576,6979270.0,BOURGOGNE FRANCHE COMTE/HAUTE SAONE
2018,70,HAUTE SAONE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,249,89115.0,BOURGOGNE FRANCHE COMTE/HAUTE SAONE
2018,71,SAONE ET LOIRE,27,BOURGOGNE FRANCHE COMTE,ARS à taux différentiel,420,150930.0,BOURGOGNE FRANCHE COMTE/SAONE ET LOIRE
2018,73,SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux différentiel,339,115978.0,AUVERGNE RHONE ALPES/SAVOIE
2018,74,HAUTE SAVOIE,84,AUVERGNE RHONE ALPES,ARS à taux plein,22887,14592028.0,AUVERGNE RHONE ALPES/HAUTE SAVOIE
2018,76,SEINE MARITIME,28,NORMANDIE,ARS à taux plein,59065,38181329.0,NORMANDIE/SEINE MARITIME
2018,77,SEINE ET MARNE,11,ILE DE FRANCE,ARS à taux plein,63799,42579758.0,ILE DE FRANCE/SEINE ET MARNE
2018,79,DEUX SEVRES,75,NOUVELLE AQUITAINE,ARS à taux plein,14217,9231414.0,NOUVELLE AQUITAINE/DEUX SEVRES
2018,79,DEUX SEVRES,75,NOUVELLE AQUITAINE,ARS à taux différentiel,381,141502.0,NOUVELLE AQUITAINE/DEUX SEVRES
2018,80,SOMME,32,HAUTS DE FRANCE,ARS à taux plein,27321,17815551.0,HAUTS DE FRANCE/SOMME
2018,81,TARN,76,OCCITANIE,ARS à taux différentiel,316,108496.0,OCCITANIE/TARN
2018,82,TARN ET GARONNE,76,OCCITANIE,ARS à taux plein,12989,8425702.0,OCCITANIE/TARN ET GARONNE
2018,82,TARN ET GARONNE,76,OCCITANIE,ARS à taux différentiel,229,85608.0,OCCITANIE/TARN ET GARONNE
2018,83,VAR,93,PROVENCE ALPES COTE D AZUR,ARS à taux différentiel,773,272810.0,PROVENCE ALPES COTE D AZUR/VAR
