REF_AREA,TIME_PERIOD,OBS_VALUE,Code,Trimestre
D50,1982-Q1,6.1,50,T1_1982
D51,2024-Q3,7.4,51,T3_2024
D51,2024-Q2,7.3,51,T2_2024
D51,2024-Q1,7.4,51,T1_2024
D51,2023-Q4,7.4,51,T4_2023
D51,2023-Q3,7.4,51,T3_2023
D51,2023-Q2,7.2,51,T2_2023
D51,2023-Q1,7.0,51,T1_2023
D51,2022-Q4,7.0,51,T4_2022
D51,2022-Q3,7.0,51,T3_2022
D51,2022-Q2,7.2,51,T2_2022
D51,2022-Q1,7.1,51,T1_2022
D51,2021-Q4,7.1,51,T4_2021
D51,2021-Q3,7.5,51,T3_2021
D51,2021-Q2,7.5,51,T2_2021
D51,2021-Q1,7.7,51,T1_2021
D51,2020-Q4,7.7,51,T4_2020
D51,2020-Q3,8.6,51,T3_2020
D51,2020-Q2,6.9,51,T2_2020
D51,2020-Q1,7.4,51,T1_2020
D51,2019-Q4,7.6,51,T4_2019
D51,2019-Q3,7.9,51,T3_2019
D51,2019-Q2,8.0,51,T2_2019
D51,2019-Q1,8.1,51,T1_2019
D51,2018-Q4,8.2,51,T4_2018
D51,2018-Q3,8.3,51,T3_2018
D51,2018-Q2,8.5,51,T2_2018
D51,2018-Q1,8.7,51,T1_2018
D51,2017-Q4,8.3,51,T4_2017
D51,2017-Q3,8.9,51,T3_2017
D51,2017-Q2,9.0,51,T2_2017
D51,2017-Q1,9.1,51,T1_2017
D51,2016-Q4,9.5,51,T4_2016
D51,2016-Q3,9.3,51,T3_2016
D51,2016-Q2,9.6,51,T2_2016
D51,2016-Q1,9.8,51,T1_2016
D51,2015-Q4,9.9,51,T4_2015
D51,2015-Q3,10.0,51,T3_2015
D51,2015-Q2,10.1,51,T2_2015
D51,2015-Q1,10.0,51,T1_2015
D51,2014-Q4,10.2,51,T4_2014
D51,2014-Q3,10.0,51,T3_2014
D51,2014-Q2,9.9,51,T2_2014
D51,2014-Q1,9.9,51,T1_2014
D51,2013-Q4,9.7,51,T4_2013
D51,2013-Q3,10.2,51,T3_2013
D51,2013-Q2,10.2,51,T2_2013
D51,2013-Q1,10.1,51,T1_2013
D51,2012-Q4,9.8,51,T4_2012
D51,2012-Q3,9.3,51,T3_2012
D51,2012-Q2,9.2,51,T2_2012
D51,2012-Q1,8.8,51,T1_2012
D51,2011-Q4,8.9,51,T4_2011
D51,2011-Q3,8.5,51,T3_2011
D51,2011-Q2,8.3,51,T2_2011
D51,2011-Q1,8.3,51,T1_2011
D51,2010-Q4,8.3,51,T4_2010
D51,2010-Q3,8.4,51,T3_2010
D51,2010-Q2,8.4,51,T2_2010
D51,2010-Q1,8.5,51,T1_2010
D51,2009-Q4,8.6,51,T4_2009
D51,2009-Q3,8.5,51,T3_2009
D51,2009-Q2,8.6,51,T2_2009
D51,2009-Q1,8.1,51,T1_2009
D51,2008-Q4,7.3,51,T4_2008
D51,2008-Q3,6.9,51,T3_2008
D51,2008-Q2,6.6,51,T2_2008
D51,2008-Q1,6.4,51,T1_2008
D51,2007-Q4,6.9,51,T4_2007
D51,2007-Q3,7.2,51,T3_2007
D51,2007-Q2,7.2,51,T2_2007
D51,2007-Q1,7.7,51,T1_2007
D51,2006-Q4,7.7,51,T4_2006
D51,2006-Q3,8.1,51,T3_2006
D51,2006-Q2,8.3,51,T2_2006
D51,2006-Q1,8.4,51,T1_2006
D51,2005-Q4,8.4,51,T4_2005
D51,2005-Q3,8.2,51,T3_2005
D51,2005-Q2,8.0,51,T2_2005
D51,2005-Q1,7.7,51,T1_2005
D51,2004-Q4,7.9,51,T4_2004
D51,2004-Q3,7.8,51,T3_2004
D51,2004-Q2,7.6,51,T2_2004
D51,2004-Q1,7.8,51,T1_2004
D51,2003-Q4,7.6,51,T4_2003
D51,2003-Q3,7.1,51,T3_2003
D51,2003-Q2,7.3,51,T2_2003
D51,2003-Q1,7.2,51,T1_2003
D51,2002-Q4,6.7,51,T4_2002
D51,2002-Q3,6.7,51,T3_2002
D51,2002-Q2,6.7,51,T2_2002
D51,2002-Q1,6.6,51,T1_2002
D51,2001-Q4,6.8,51,T4_2001
D51,2001-Q3,6.8,51,T3_2001
D51,2001-Q2,6.8,51,T2_2001
D51,2001-Q1,7.0,51,T1_2001
D51,2000-Q4,7.2,51,T4_2000
D51,2000-Q3,7.2,51,T3_2000
D51,2000-Q2,7.4,51,T2_2000
D51,2000-Q1,7.7,51,T1_2000
D51,1999-Q4,8.1,51,T4_1999
D51,1999-Q3,8.5,51,T3_1999
D51,1999-Q2,8.8,51,T2_1999
D51,1999-Q1,8.9,51,T1_1999
D51,1998-Q4,9.0,51,T4_1998
D51,1998-Q3,9.0,51,T3_1998
D51,1998-Q2,9.1,51,T2_1998
D51,1998-Q1,9.3,51,T1_1998
D51,1997-Q4,9.6,51,T4_1997
D51,1997-Q3,9.9,51,T3_1997
D51,1997-Q2,10.0,51,T2_1997
D51,1997-Q1,10.0,51,T1_1997
D51,1996-Q4,10.0,51,T4_1996
D51,1996-Q3,10.0,51,T3_1996
D51,1996-Q2,9.9,51,T2_1996
D51,1996-Q1,9.8,51,T1_1996
D51,1995-Q4,9.6,51,T4_1995
D51,1995-Q3,9.5,51,T3_1995
D51,1995-Q2,9.5,51,T2_1995
D51,1995-Q1,9.6,51,T1_1995
D51,1994-Q4,9.7,51,T4_1994
D51,1994-Q3,9.9,51,T3_1994
D51,1994-Q2,10.0,51,T2_1994
D51,1994-Q1,9.9,51,T1_1994
D51,1993-Q4,9.7,51,T4_1993
D51,1993-Q3,9.4,51,T3_1993
D51,1993-Q2,9.0,51,T2_1993
D51,1993-Q1,8.7,51,T1_1993
D51,1992-Q4,8.5,51,T4_1992
D51,1992-Q3,8.2,51,T3_1992
D51,1992-Q2,8.1,51,T2_1992
D51,1992-Q1,7.9,51,T1_1992
D51,1991-Q4,7.7,51,T4_1991
D51,1991-Q3,7.6,51,T3_1991
D51,1991-Q2,7.5,51,T2_1991
D51,1991-Q1,7.4,51,T1_1991
D51,1990-Q4,7.4,51,T4_1990
D51,1990-Q3,7.6,51,T3_1990
D51,1990-Q2,7.7,51,T2_1990
D51,1990-Q1,7.8,51,T1_1990
D51,1989-Q4,7.9,51,T4_1989
D51,1989-Q3,8.1,51,T3_1989
D51,1989-Q2,8.3,51,T2_1989
D51,1989-Q1,8.5,51,T1_1989
D51,1988-Q4,8.8,51,T4_1988
D51,1988-Q3,9.0,51,T3_1988
D51,1988-Q2,8.9,51,T2_1988
D51,1988-Q1,9.0,51,T1_1988
D51,1987-Q4,9.1,51,T4_1987
D51,1987-Q3,9.3,51,T3_1987
D51,1987-Q2,9.3,51,T2_1987
D51,1987-Q1,9.4,51,T1_1987
D51,1986-Q4,9.4,51,T4_1986
D51,1986-Q3,9.2,51,T3_1986
D51,1986-Q2,9.7,51,T2_1986
D51,1986-Q1,10.2,51,T1_1986
D51,1985-Q4,10.3,51,T4_1985
D51,1985-Q3,10.1,51,T3_1985
D51,1985-Q2,9.6,51,T2_1985
D51,1985-Q1,9.1,51,T1_1985
D51,1984-Q4,8.9,51,T4_1984
D51,1984-Q3,8.8,51,T3_1984
D51,1984-Q2,8.5,51,T2_1984
D51,1984-Q1,8.1,51,T1_1984
D51,1983-Q4,7.7,51,T4_1983
D51,1983-Q3,7.4,51,T3_1983
D51,1983-Q2,7.2,51,T2_1983
D51,1983-Q1,7.0,51,T1_1983
D51,1982-Q4,7.1,51,T4_1982
D51,1982-Q3,7.2,51,T3_1982
D51,1982-Q2,7.1,51,T2_1982
D51,1982-Q1,7.1,51,T1_1982
D52,2024-Q3,6.7,52,T3_2024
D52,2024-Q2,6.6,52,T2_2024
D52,2024-Q1,6.6,52,T1_2024
D52,2023-Q4,6.6,52,T4_2023
D52,2023-Q3,6.7,52,T3_2023
D52,2023-Q2,6.4,52,T2_2023
D52,2023-Q1,6.2,52,T1_2023
D52,2022-Q4,6.3,52,T4_2022
D52,2022-Q3,6.2,52,T3_2022
D52,2022-Q2,6.4,52,T2_2022
D52,2022-Q1,6.2,52,T1_2022
D52,2021-Q4,6.3,52,T4_2021
D52,2021-Q3,6.8,52,T3_2021
D52,2021-Q2,6.7,52,T2_2021
D52,2021-Q1,6.9,52,T1_2021
D52,2020-Q4,7.0,52,T4_2020
D52,2020-Q3,8.1,52,T3_2020
D52,2020-Q2,6.5,52,T2_2020
D52,2020-Q1,7.0,52,T1_2020
D52,2019-Q4,7.2,52,T4_2019
D52,2019-Q3,7.4,52,T3_2019
D52,2019-Q2,7.5,52,T2_2019
D52,2019-Q1,7.8,52,T1_2019
D52,2018-Q4,7.8,52,T4_2018
D52,2018-Q3,7.9,52,T3_2018
D52,2018-Q2,8.2,52,T2_2018
D52,2018-Q1,8.5,52,T1_2018
D52,2017-Q4,8.1,52,T4_2017
D52,2017-Q3,8.6,52,T3_2017
D52,2017-Q2,8.7,52,T2_2017
D52,2017-Q1,8.8,52,T1_2017
D52,2016-Q4,9.3,52,T4_2016
D52,2016-Q3,9.4,52,T3_2016
D52,2016-Q2,9.4,52,T2_2016
D52,2016-Q1,9.6,52,T1_2016
D52,2015-Q4,9.5,52,T4_2015
D52,2015-Q3,9.9,52,T3_2015
D52,2015-Q2,10.1,52,T2_2015
D52,2015-Q1,9.8,52,T1_2015
D52,2014-Q4,10.0,52,T4_2014
D52,2014-Q3,9.7,52,T3_2014
D52,2014-Q2,9.6,52,T2_2014
D52,2014-Q1,9.4,52,T1_2014
D52,2013-Q4,9.4,52,T4_2013
D52,2013-Q3,9.7,52,T3_2013
D52,2013-Q2,10.0,52,T2_2013
D52,2013-Q1,10.1,52,T1_2013
D52,2012-Q4,9.9,52,T4_2012
D52,2012-Q3,9.3,52,T3_2012
D52,2012-Q2,9.0,52,T2_2012
D52,2012-Q1,8.7,52,T1_2012
D52,2011-Q4,8.7,52,T4_2011
D52,2011-Q3,8.5,52,T3_2011
D52,2011-Q2,8.3,52,T2_2011
D52,2011-Q1,8.4,52,T1_2011
D52,2010-Q4,8.5,52,T4_2010
D52,2010-Q3,8.6,52,T3_2010
D52,2010-Q2,8.8,52,T2_2010
D52,2010-Q1,8.9,52,T1_2010
D52,2009-Q4,9.3,52,T4_2009
D52,2009-Q3,9.3,52,T3_2009
D52,2009-Q2,9.7,52,T2_2009
D52,2009-Q1,8.9,52,T1_2009
D52,2008-Q4,7.9,52,T4_2008
D52,2008-Q3,7.2,52,T3_2008
D52,2008-Q2,6.9,52,T2_2008
D52,2008-Q1,6.7,52,T1_2008
D52,2007-Q4,7.1,52,T4_2007
D52,2007-Q3,7.5,52,T3_2007
D52,2007-Q2,7.6,52,T2_2007
D52,2007-Q1,8.1,52,T1_2007
D52,2006-Q4,8.1,52,T4_2006
D52,2006-Q3,8.8,52,T3_2006
D52,2006-Q2,9.0,52,T2_2006
D52,2006-Q1,9.0,52,T1_2006
D52,2005-Q4,8.8,52,T4_2005
D52,2005-Q3,8.5,52,T3_2005
D52,2005-Q2,8.2,52,T2_2005
D52,2005-Q1,8.1,52,T1_2005
D52,2004-Q4,8.4,52,T4_2004
D52,2004-Q3,8.5,52,T3_2004
D52,2004-Q2,8.4,52,T2_2004
D52,2004-Q1,8.5,52,T1_2004
D52,2003-Q4,8.2,52,T4_2003
D52,2003-Q3,7.6,52,T3_2003
D52,2003-Q2,7.5,52,T2_2003
D52,2003-Q1,7.4,52,T1_2003
D52,2002-Q4,7.1,52,T4_2002
D52,2002-Q3,7.0,52,T3_2002
D52,2002-Q2,7.0,52,T2_2002
D52,2002-Q1,7.0,52,T1_2002
D52,2001-Q4,7.1,52,T4_2001
D52,2001-Q3,7.0,52,T3_2001
D52,2001-Q2,6.9,52,T2_2001
D52,2001-Q1,7.0,52,T1_2001
D52,2000-Q4,7.0,52,T4_2000
D52,2000-Q3,7.1,52,T3_2000
D52,2000-Q2,7.4,52,T2_2000
D52,2000-Q1,7.9,52,T1_2000
D52,1999-Q4,8.4,52,T4_1999
D52,1999-Q3,8.8,52,T3_1999
D52,1999-Q2,9.0,52,T2_1999
D52,1999-Q1,8.8,52,T1_1999
D52,1998-Q4,8.6,52,T4_1998
D52,1998-Q3,8.6,52,T3_1998
D52,1998-Q2,8.7,52,T2_1998
D52,1998-Q1,8.8,52,T1_1998
D52,1997-Q4,9.2,52,T4_1997
D52,1997-Q3,9.5,52,T3_1997
D52,1997-Q2,9.8,52,T2_1997
D52,1997-Q1,9.7,52,T1_1997
D52,1996-Q4,9.7,52,T4_1996
D52,1996-Q3,9.8,52,T3_1996
D52,1996-Q2,9.6,52,T2_1996
D52,1996-Q1,9.4,52,T1_1996
D52,1995-Q4,9.2,52,T4_1995
D52,1995-Q3,8.8,52,T3_1995
D52,1995-Q2,8.8,52,T2_1995
D52,1995-Q1,9.3,52,T1_1995
D52,1994-Q4,9.5,52,T4_1994
D52,1994-Q3,9.9,52,T3_1994
D52,1994-Q2,10.1,52,T2_1994
D52,1994-Q1,9.9,52,T1_1994
D52,1993-Q4,9.7,52,T4_1993
D52,1993-Q3,9.4,52,T3_1993
D52,1993-Q2,8.9,52,T2_1993
D52,1993-Q1,8.5,52,T1_1993
D52,1992-Q4,8.2,52,T4_1992
D52,1992-Q3,7.8,52,T3_1992
D52,1992-Q2,7.8,52,T2_1992
D52,1992-Q1,7.7,52,T1_1992
D52,1991-Q4,7.5,52,T4_1991
D52,1991-Q3,7.3,52,T3_1991
D52,1991-Q2,7.0,52,T2_1991
D52,1991-Q1,6.8,52,T1_1991
D52,1990-Q4,6.7,52,T4_1990
D52,1990-Q3,6.6,52,T3_1990
D52,1990-Q2,6.7,52,T2_1990
D52,1990-Q1,6.8,52,T1_1990
D52,1989-Q4,7.0,52,T4_1989
D52,1989-Q3,7.2,52,T3_1989
D52,1989-Q2,7.3,52,T2_1989
D52,1989-Q1,7.5,52,T1_1989
D52,1988-Q4,8.0,52,T4_1988
D52,1988-Q3,8.3,52,T3_1988
D52,1988-Q2,8.6,52,T2_1988
D52,1988-Q1,8.7,52,T1_1988
D52,1987-Q4,8.8,52,T4_1987
D52,1987-Q3,9.1,52,T3_1987
D52,1987-Q2,9.4,52,T2_1987
D52,1987-Q1,9.4,52,T1_1987
D52,1986-Q4,9.2,52,T4_1986
D52,1986-Q3,9.0,52,T3_1986
D52,1986-Q2,9.1,52,T2_1986
D52,1986-Q1,9.3,52,T1_1986
D52,1985-Q4,9.6,52,T4_1985
D52,1985-Q3,9.6,52,T3_1985
D52,1985-Q2,9.2,52,T2_1985
D52,1985-Q1,9.2,52,T1_1985
D52,1984-Q4,9.3,52,T4_1984
D52,1984-Q3,9.0,52,T3_1984
D52,1984-Q2,8.7,52,T2_1984
D52,1984-Q1,8.1,52,T1_1984
D52,1983-Q4,7.7,52,T4_1983
D52,1983-Q3,7.5,52,T3_1983
D52,1983-Q2,7.2,52,T2_1983
D52,1983-Q1,6.9,52,T1_1983
D52,1982-Q4,6.9,52,T4_1982
D52,1982-Q3,6.9,52,T3_1982
D52,1982-Q2,6.8,52,T2_1982
D52,1982-Q1,6.8,52,T1_1982
D53,2024-Q3,5.2,53,T3_2024
D53,2024-Q2,5.0,53,T2_2024
D53,2024-Q1,4.9,53,T1_2024
D53,2023-Q4,4.8,53,T4_2023
D53,2023-Q3,4.8,53,T3_2023
D53,2023-Q2,4.8,53,T2_2023
D53,2023-Q1,4.8,53,T1_2023
D53,2022-Q4,4.9,53,T4_2022
D53,2022-Q3,5.0,53,T3_2022
D53,2022-Q2,5.1,53,T2_2022
D53,2022-Q1,4.9,53,T1_2022
D53,2021-Q4,4.9,53,T4_2021
D53,2021-Q3,5.3,53,T3_2021
D53,2021-Q2,5.3,53,T2_2021
D53,2021-Q1,5.6,53,T1_2021
D53,2020-Q4,5.5,53,T4_2020
D53,2020-Q3,6.5,53,T3_2020
D53,2020-Q2,5.6,53,T2_2020
D53,2020-Q1,5.6,53,T1_2020
D53,2019-Q4,5.6,53,T4_2019
D53,2019-Q3,5.5,53,T3_2019
D53,2019-Q2,5.5,53,T2_2019
D53,2019-Q1,5.8,53,T1_2019
D53,2018-Q4,5.7,53,T4_2018
D53,2018-Q3,5.8,53,T3_2018
D53,2018-Q2,5.9,53,T2_2018
D53,2018-Q1,5.9,53,T1_2018
D53,2017-Q4,5.7,53,T4_2017
D53,2017-Q3,6.2,53,T3_2017
D53,2017-Q2,6.3,53,T2_2017
D53,2017-Q1,6.4,53,T1_2017
D53,2016-Q4,6.7,53,T4_2016
D53,2016-Q3,6.7,53,T3_2016
D53,2016-Q2,6.7,53,T2_2016
D53,2016-Q1,6.9,53,T1_2016
D53,2015-Q4,7.0,53,T4_2015
D53,2015-Q3,7.1,53,T3_2015
D53,2015-Q2,7.2,53,T2_2015
D53,2015-Q1,7.0,53,T1_2015
D53,2014-Q4,7.1,53,T4_2014
D53,2014-Q3,6.8,53,T3_2014
D53,2014-Q2,6.7,53,T2_2014
D53,2014-Q1,6.7,53,T1_2014
D53,2013-Q4,6.6,53,T4_2013
D53,2013-Q3,6.9,53,T3_2013
D53,2013-Q2,7.1,53,T2_2013
D53,2013-Q1,7.0,53,T1_2013
D53,2012-Q4,6.9,53,T4_2012
D53,2012-Q3,6.5,53,T3_2012
D53,2012-Q2,6.3,53,T2_2012
D53,2012-Q1,5.9,53,T1_2012
D53,2011-Q4,5.9,53,T4_2011
D53,2011-Q3,5.7,53,T3_2011
D53,2011-Q2,5.6,53,T2_2011
D53,2011-Q1,5.8,53,T1_2011
D53,2010-Q4,5.9,53,T4_2010
D53,2010-Q3,6.1,53,T3_2010
D53,2010-Q2,6.3,53,T2_2010
D53,2010-Q1,6.4,53,T1_2010
D53,2009-Q4,6.5,53,T4_2009
D53,2009-Q3,6.2,53,T3_2009
D53,2009-Q2,6.6,53,T2_2009
D53,2009-Q1,6.1,53,T1_2009
D53,2008-Q4,5.3,53,T4_2008
D53,2008-Q3,4.6,53,T3_2008
D53,2008-Q2,4.5,53,T2_2008
D53,2008-Q1,4.4,53,T1_2008
D53,2007-Q4,4.4,53,T4_2007
D53,2007-Q3,4.8,53,T3_2007
D53,2007-Q2,4.8,53,T2_2007
D53,2007-Q1,5.2,53,T1_2007
D53,2006-Q4,5.2,53,T4_2006
D53,2006-Q3,5.5,53,T3_2006
D53,2006-Q2,5.7,53,T2_2006
D53,2006-Q1,5.7,53,T1_2006
D53,2005-Q4,5.7,53,T4_2005
D53,2005-Q3,5.6,53,T3_2005
D53,2005-Q2,5.5,53,T2_2005
D53,2005-Q1,5.4,53,T1_2005
D53,2004-Q4,5.4,53,T4_2004
D53,2004-Q3,5.4,53,T3_2004
D53,2004-Q2,5.3,53,T2_2004
D53,2004-Q1,5.4,53,T1_2004
D53,2003-Q4,5.2,53,T4_2003
D53,2003-Q3,5.0,53,T3_2003
D53,2003-Q2,5.0,53,T2_2003
D53,2003-Q1,4.9,53,T1_2003
D53,2002-Q4,4.6,53,T4_2002
D53,2002-Q3,4.5,53,T3_2002
D53,2002-Q2,4.3,53,T2_2002
D53,2002-Q1,4.2,53,T1_2002
D53,2001-Q4,4.2,53,T4_2001
D53,2001-Q3,4.2,53,T3_2001
D53,2001-Q2,4.1,53,T2_2001
D53,2001-Q1,3.8,53,T1_2001
D53,2000-Q4,3.7,53,T4_2000
D53,2000-Q3,3.9,53,T3_2000
D53,2000-Q2,4.1,53,T2_2000
D53,2000-Q1,4.4,53,T1_2000
D53,1999-Q4,4.8,53,T4_1999
D53,1999-Q3,5.3,53,T3_1999
D53,1999-Q2,5.6,53,T2_1999
D53,1999-Q1,5.7,53,T1_1999
D53,1998-Q4,5.6,53,T4_1998
D53,1998-Q3,5.5,53,T3_1998
D53,1998-Q2,5.3,53,T2_1998
D53,1998-Q1,5.5,53,T1_1998
D53,1997-Q4,5.8,53,T4_1997
D53,1997-Q3,5.9,53,T3_1997
D53,1997-Q2,6.1,53,T2_1997
D53,1997-Q1,6.3,53,T1_1997
D53,1996-Q4,6.3,53,T4_1996
D53,1996-Q3,6.3,53,T3_1996
D53,1996-Q2,6.2,53,T2_1996
D53,1996-Q1,6.0,53,T1_1996
D53,1995-Q4,5.7,53,T4_1995
D53,1995-Q3,5.6,53,T3_1995
D53,1995-Q2,5.6,53,T2_1995
D53,1995-Q1,5.9,53,T1_1995
D53,1994-Q4,6.3,53,T4_1994
D53,1994-Q3,6.5,53,T3_1994
D53,1994-Q2,6.7,53,T2_1994
D53,1994-Q1,6.7,53,T1_1994
D53,1993-Q4,6.6,53,T4_1993
D53,1993-Q3,6.4,53,T3_1993
D53,1993-Q2,6.2,53,T2_1993
D53,1993-Q1,5.9,53,T1_1993
D53,1992-Q4,5.7,53,T4_1992
D53,1992-Q3,5.6,53,T3_1992
D53,1992-Q2,5.7,53,T2_1992
D53,1992-Q1,5.6,53,T1_1992
D53,1991-Q4,5.5,53,T4_1991
D53,1991-Q3,5.4,53,T3_1991
D53,1991-Q2,5.3,53,T2_1991
D53,1991-Q1,5.2,53,T1_1991
D53,1990-Q4,5.1,53,T4_1990
D53,1990-Q3,5.2,53,T3_1990
D53,1990-Q2,5.2,53,T2_1990
D53,1990-Q1,5.0,53,T1_1990
D53,1989-Q4,4.8,53,T4_1989
D53,1989-Q3,4.9,53,T3_1989
D53,1989-Q2,5.1,53,T2_1989
D53,1989-Q1,5.3,53,T1_1989
D53,1988-Q4,5.5,53,T4_1988
D53,1988-Q3,5.7,53,T3_1988
D53,1988-Q2,5.8,53,T2_1988
D53,1988-Q1,5.9,53,T1_1988
D53,1987-Q4,6.0,53,T4_1987
D53,1987-Q3,6.0,53,T3_1987
D53,1987-Q2,6.1,53,T2_1987
D53,1987-Q1,6.3,53,T1_1987
D53,1986-Q4,6.4,53,T4_1986
D53,1986-Q3,6.5,53,T3_1986
D53,1986-Q2,6.5,53,T2_1986
D53,1986-Q1,6.3,53,T1_1986
D53,1985-Q4,6.4,53,T4_1985
D53,1985-Q3,6.5,53,T3_1985
D53,1985-Q2,6.7,53,T2_1985
D53,1985-Q1,6.9,53,T1_1985
D53,1984-Q4,6.7,53,T4_1984
D53,1984-Q3,6.5,53,T3_1984
D53,1984-Q2,6.2,53,T2_1984
D53,1984-Q1,5.8,53,T1_1984
D53,1983-Q4,5.4,53,T4_1983
D53,1983-Q3,5.1,53,T3_1983
D53,1983-Q2,5.0,53,T2_1983
D53,1983-Q1,4.9,53,T1_1983
D53,1982-Q4,5.0,53,T4_1982
D53,1982-Q3,4.9,53,T3_1982
D53,1982-Q2,4.7,53,T2_1982
D53,1982-Q1,4.6,53,T1_1982
D54,2024-Q3,7.0,54,T3_2024
D54,2024-Q2,7.0,54,T2_2024
D54,2024-Q1,7.1,54,T1_2024
D54,2023-Q4,7.1,54,T4_2023
D54,2023-Q3,7.1,54,T3_2023
D54,2023-Q2,6.9,54,T2_2023
D54,2023-Q1,6.8,54,T1_2023
D54,2022-Q4,6.8,54,T4_2022
D54,2022-Q3,6.8,54,T3_2022
D54,2022-Q2,7.1,54,T2_2022
D54,2022-Q1,7.1,54,T1_2022
D54,2021-Q4,7.1,54,T4_2021
D54,2021-Q3,7.5,54,T3_2021
D54,2021-Q2,7.4,54,T2_2021
D54,2021-Q1,7.7,54,T1_2021
D54,2020-Q4,7.5,54,T4_2020
D54,2020-Q3,8.4,54,T3_2020
D54,2020-Q2,6.7,54,T2_2020
D54,2020-Q1,7.7,54,T1_2020
D54,2019-Q4,7.9,54,T4_2019
D54,2019-Q3,7.9,54,T3_2019
D54,2019-Q2,8.0,54,T2_2019
D54,2019-Q1,8.3,54,T1_2019
D54,2018-Q4,8.3,54,T4_2018
D54,2018-Q3,8.5,54,T3_2018
D54,2018-Q2,8.8,54,T2_2018
D54,2018-Q1,9.1,54,T1_2018
D54,2017-Q4,8.8,54,T4_2017
D54,2017-Q3,9.3,54,T3_2017
D54,2017-Q2,9.4,54,T2_2017
D54,2017-Q1,9.5,54,T1_2017
D54,2016-Q4,9.8,54,T4_2016
D54,2016-Q3,9.6,54,T3_2016
D54,2016-Q2,9.8,54,T2_2016
D54,2016-Q1,10.0,54,T1_2016
D54,2015-Q4,10.0,54,T4_2015
D54,2015-Q3,10.2,54,T3_2015
D54,2015-Q2,10.3,54,T2_2015
D54,2015-Q1,10.0,54,T1_2015
D54,2014-Q4,10.1,54,T4_2014
D54,2014-Q3,9.9,54,T3_2014
D54,2014-Q2,9.8,54,T2_2014
D54,2014-Q1,9.9,54,T1_2014
D54,2013-Q4,9.9,54,T4_2013
D54,2013-Q3,10.1,54,T3_2013
D54,2013-Q2,10.3,54,T2_2013
D54,2013-Q1,10.1,54,T1_2013
D54,2012-Q4,9.9,54,T4_2012
D54,2012-Q3,9.5,54,T3_2012
D54,2012-Q2,9.5,54,T2_2012
D54,2012-Q1,9.2,54,T1_2012
D54,2011-Q4,9.1,54,T4_2011
D54,2011-Q3,8.8,54,T3_2011
D54,2011-Q2,8.7,54,T2_2011
D54,2011-Q1,8.9,54,T1_2011
D54,2010-Q4,9.1,54,T4_2010
D54,2010-Q3,9.0,54,T3_2010
D54,2010-Q2,8.9,54,T2_2010
D54,2010-Q1,8.9,54,T1_2010
D54,2009-Q4,9.2,54,T4_2009
D54,2009-Q3,8.8,54,T3_2009
D54,2009-Q2,8.7,54,T2_2009
D54,2009-Q1,8.0,54,T1_2009
D54,2008-Q4,7.2,54,T4_2008
D54,2008-Q3,6.8,54,T3_2008
D54,2008-Q2,6.7,54,T2_2008
D54,2008-Q1,6.6,54,T1_2008
D54,2007-Q4,6.9,54,T4_2007
D54,2007-Q3,7.3,54,T3_2007
D54,2007-Q2,7.4,54,T2_2007
D54,2007-Q1,7.7,54,T1_2007
D54,2006-Q4,7.7,54,T4_2006
D54,2006-Q3,8.2,54,T3_2006
D54,2006-Q2,8.3,54,T2_2006
D54,2006-Q1,8.4,54,T1_2006
D54,2005-Q4,8.2,54,T4_2005
D54,2005-Q3,8.0,54,T3_2005
D54,2005-Q2,7.8,54,T2_2005
D54,2005-Q1,7.6,54,T1_2005
D54,2004-Q4,7.9,54,T4_2004
D54,2004-Q3,7.8,54,T3_2004
D54,2004-Q2,7.6,54,T2_2004
D54,2004-Q1,7.7,54,T1_2004
D54,2003-Q4,7.5,54,T4_2003
D54,2003-Q3,7.2,54,T3_2003
D54,2003-Q2,7.3,54,T2_2003
D54,2003-Q1,7.1,54,T1_2003
D54,2002-Q4,6.7,54,T4_2002
D54,2002-Q3,6.6,54,T3_2002
D54,2002-Q2,6.6,54,T2_2002
D54,2002-Q1,6.6,54,T1_2002
D54,2001-Q4,6.4,54,T4_2001
D54,2001-Q3,6.4,54,T3_2001
D54,2001-Q2,6.4,54,T2_2001
D54,2001-Q1,6.7,54,T1_2001
D54,2000-Q4,6.9,54,T4_2000
D54,2000-Q3,6.9,54,T3_2000
D54,2000-Q2,7.1,54,T2_2000
D54,2000-Q1,7.4,54,T1_2000
D54,1999-Q4,7.8,54,T4_1999
D54,1999-Q3,8.3,54,T3_1999
D54,1999-Q2,8.5,54,T2_1999
D54,1999-Q1,8.6,54,T1_1999
D54,1998-Q4,8.6,54,T4_1998
D54,1998-Q3,8.6,54,T3_1998
D54,1998-Q2,8.6,54,T2_1998
D54,1998-Q1,8.7,54,T1_1998
D54,1997-Q4,8.8,54,T4_1997
D54,1997-Q3,8.9,54,T3_1997
D54,1997-Q2,8.9,54,T2_1997
D54,1997-Q1,8.9,54,T1_1997
D54,1996-Q4,8.7,54,T4_1996
D54,1996-Q3,8.7,54,T3_1996
D54,1996-Q2,8.6,54,T2_1996
D54,1996-Q1,8.3,54,T1_1996
D54,1995-Q4,8.1,54,T4_1995
D54,1995-Q3,8.0,54,T3_1995
D54,1995-Q2,8.2,54,T2_1995
D54,1995-Q1,8.4,54,T1_1995
D54,1994-Q4,8.6,54,T4_1994
